ABLA|37.14114,-2.780104
SANTERVAS DE CAMPOS|42.21807,-5.101006
SANTIBAÑEZ DE VALCORBA|41.57038,-4.447528
SANTOVENIA DE PISUERGA|41.69658,-4.688344
SARDON DE DUERO|41.60773,-4.43022
SECA (LA)|41.41461,-4.907119
SERRADA|41.4593,-4.861142
SIETE IGLESIAS DE TRABANCOS|41.35193,-5.184703
SIMANCAS|41.59023,-4.826713
TAMARIZ DE CAMPOS|41.97712,-5.023392
TIEDRA|41.65174,-5.267083
TORDEHUMOS|41.81499,-5.161331
TORDESILLAS|41.50165,-4.999127
TORRE DE ESGUEVA|41.76805,-4.199917
TORRE DE PEÑAFIEL|41.53635,-4.088619
TORRECILLA DE LA ABADESA|41.48503,-5.089311
TORRECILLA DE LA ORDEN|41.21923,-5.224626
TORRECILLA DE LA TORRE|41.66607,-5.04868
TORRELOBATON|41.64796,-5.025541
TORRESCARCELA|41.48461,-4.318077
TRASPINEDO|41.57597,-4.472253
TRIGUEROS DEL VALLE|41.83005,-4.650744
TUDELA DE DUERO|41.58638,-4.581106
UNION DE CAMPOS (LA)|42.07698,-5.325425
URONES DE CASTROPONCE|42.09862,-5.28183
URUEÑA|41.72711,-5.203532
VALBUENA DE DUERO|41.64257,-4.291222
VALDEARCOS DE LA VEGA|41.6428,-4.047462
VALDENEBRO DE LOS VALLES|41.85567,-4.969822
VALDESTILLAS|41.47604,-4.770289
VALDUNQUILLO|42.04168,-5.315187
VALLADOLID|41.65295,-4.728388
VALORIA LA BUENA|41.79931,-4.53069
VALVERDE DE CAMPOS|41.83491,-5.037402
VEGA DE RUIPONCE|42.18827,-5.114545
VEGA DE VALDETRONCO|41.59465,-5.113495
VELASCALVARO|41.23012,-4.972027
VELILLA|41.55871,-5.004748
VELLIZA|41.57899,-4.94632
VENTOSA DE LA CUESTA|41.41161,-4.827693
VIANA DE CEGA|41.52876,-4.752031
VILLABAÑEZ|41.63094,-4.520939
VILLABARUZ DE CAMPOS|42.01052,-4.996163
VILLABRAGIMA|41.82352,-5.11295
VILLACARRALON|42.18966,-5.044178
VILLACID DE CAMPOS|42.08236,-5.124511
VILLACO|41.74004,-4.269073
VILLAFRADES DE CAMPOS|42.07774,-4.97097
VILLAFRANCA DE DUERO|41.43247,-5.302143
VILLAFRECHOS|41.89216,-5.218182
VILLAFUERTE|41.73453,-4.323468
VILLAGARCIA DE CAMPOS|41.78133,-5.193034
VILLAGOMEZ LA NUEVA|42.15588,-5.142063
VILLALAN DE CAMPOS|42.0142,-5.236223
VILLALAR DE LOS COMUNEROS|41.55013,-5.137988
VILLALBA DE LA LOMA|42.17392,-5.19063
VILLALBA DE LOS ALCORES|41.86347,-4.860106
VILLALBARBA|41.60315,-5.213946
VILLALON DE CAMPOS|42.09926,-5.033988
VILLAMURIEL DE CAMPOS|41.94611,-5.207434
VILLAN DE TORDESILLAS|41.59267,-4.922626
VILLANUBLA|41.69872,-4.841893
VILLANUEVA DE DUERO|41.51768,-4.868396
VILLANUEVA DE LA CONDESA|42.1483,-5.095984
VILLANUEVA DE LOS CABALLEROS|41.7588,-5.246779
VILLANUEVA DE LOS INFANTES|41.70337,-4.483085
VILLANUEVA DE SAN MANCIO|41.92846,-5.012552
VILLARDEFRADES|41.72253,-5.255296
VILLARMENTERO DE ESGUEVA|41.68486,-4.546052
VILLASEXMIR|41.63921,-5.065523
VILLAVAQUERIN|41.66353,-4.461882
VILLAVELLID|41.69168,-5.276934
VILLAVERDE DE MEDINA|41.30785,-5.025022
VILLAVICENCIO DE LOS CABALLEROS|42.05785,-5.23492
VILORIA|41.4459,-4.385375
WAMBA|41.67567,-4.916654
ZARATAN|41.661,-4.78407
ZARZA (LA)|41.26155,-4.770861
ABEZAMES|41.62556,-5.42627
ALCAÑICES|41.69968,-6.347962
ALCUBILLA DE NOGALES|42.12698,-5.922181
ALFARAZ DE SAYAGO|41.22837,-5.984178
ALGODRE|41.56566,-5.604549
ALMARAZ DE DUERO|41.47585,-5.916526
ALMEIDA DE SAYAGO|41.26749,-6.075056
ANDAVIAS|41.59714,-5.861349
ARCENILLAS|41.45603,-5.685144
ARCOS DE LA POLVOROSA|41.94452,-5.697485
ARGAÑIN|41.43971,-6.210151
ARGUJILLO|41.31175,-5.587892
ARQUILLINOS|41.7089,-5.65604
ARRABALDE|42.10757,-5.89513
ASPARIEGOS|41.67374,-5.598475
ASTURIANOS|42.0513,-6.488429
AYOO DE VIDRIALES|42.12857,-6.066718
BARCIAL DEL BARCO|41.9342,-5.664173
BELVER DE LOS MONTES|41.72264,-5.450851
BENAVENTE|42.00302,-5.67408
BENEGILES|41.62679,-5.63523
BERMILLO DE SAYAGO|41.36691,-6.112085
BOVEDA DE TORO (LA)|41.34445,-5.410796
BRETO|41.88187,-5.738333
BRETOCINO|41.88337,-5.75509
BRIME DE SOG|42.06126,-6.047415
BRIME DE URZ|42.03791,-5.873266
BURGANES DE VALVERDE|41.92078,-5.781086
BUSTILLO DEL ORO|41.67456,-5.461473
CABAÑAS DE SAYAGO|41.33308,-5.790706
CALZADILLA DE TERA|41.98003,-6.082464
CAMARZANA DE TERA|41.99437,-6.029578
CAÑIZAL|41.16766,-5.368752
CAÑIZO|41.7682,-5.503342
CARBAJALES DE ALBA|41.6543,-5.996867
CARBELLINO|41.23024,-6.147641
CASASECA DE CAMPEAN|41.374,-5.745715
CASASECA DE LAS CHANAS|41.43753,-5.675618
CASTRILLO DE LA GUAREÑA|41.22996,-5.326252
CASTROGONZALO|41.99119,-5.60379
CASTRONUEVO|41.72164,-5.543403
CASTROVERDE DE CAMPOS|41.96999,-5.315088
CAZURRA|41.41532,-5.70374
CERECINOS DE CAMPOS|41.90046,-5.486743
CERECINOS DEL CARRIZAL|41.68334,-5.653087
CERNADILLA|42.02177,-6.416376
COBREROS|42.07391,-6.701635
COOMONTE|42.11526,-5.813346
CORESES|41.54818,-5.622248
CORRALES|41.35688,-5.728258
COTANES DEL MONTE|41.81778,-5.290119
CUBILLOS|41.57485,-5.739423
CUBO DE BENAVENTE|42.12366,-6.163151
CUBO DE TIERRA DEL VINO (EL)|41.25497,-5.710864
CUELGAMURES|41.30611,-5.659101
ENTRALA|41.43003,-5.754858
ESPADAÑEDO|42.11662,-6.394867
FARAMONTANOS DE TABARA|41.83649,-5.888256
FARIZA|41.41667,-6.266667
FERMOSELLE|41.31866,-6.39788
FERRERAS DE ABAJO|41.89679,-6.078787
FERRERAS DE ARRIBA|41.89884,-6.195314
FERRERUELA|41.76718,-6.071509
FIGUERUELA DE ARRIBA|41.86859,-6.443063
FONFRIA|41.63623,-6.137211
FRESNO DE LA POLVOROSA|42.08349,-5.770079
FRESNO DE LA RIBERA|41.52824,-5.569556
FRESNO DE SAYAGO|41.31802,-5.970781
FRIERA DE VALVERDE|41.91359,-5.839627
FUENTE ENCALADA|42.11067,-5.996864
FUENTELAPEÑA|41.2514,-5.385036
FUENTES DE ROPEL|42.00295,-5.545268
FUENTESAUCO|41.22937,-5.496713
FUENTESECAS|41.63063,-5.472446
FUENTESPREADAS|41.32538,-5.629234
GALENDE|42.10423,-6.66264
GALLEGOS DEL PAN|41.59971,-5.581542
GALLEGOS DEL RIO|41.73461,-6.174462
GAMONES|41.46791,-6.179503
GEMA|41.41839,-5.649582
GRANJA DE MORERUELA|41.81026,-5.738972
GRANUCILLO|42.05192,-5.927413
GUARRATE|41.29083,-5.440093
HERMISENDE|41.96882,-6.896557
HINIESTA (LA)|41.55196,-5.798841
JAMBRINA|41.39359,-5.66548
JUSTEL|42.14902,-6.295616
LOSACINO|41.68103,-6.079524
LOSACIO|41.71165,-6.041149
LUBIAN|42.03475,-6.907969
LUELMO|41.43972,-6.135349
MADERAL (EL)|41.28205,-5.622956
MADRIDANOS|41.47917,-5.60492
MAHIDE|41.86884,-6.378888
MAIRE DE CASTROPONCE|42.1115,-5.784377
MALVA|41.65389,-5.488196
MANGANESES DE LA LAMPREANA|41.75029,-5.708719
MANGANESES DE LA POLVOROSA|42.03474,-5.747342
MANZANAL DE ARRIBA|41.99262,-6.439965
MANZANAL DE LOS INFANTES|42.05352,-6.381474
MANZANAL DEL BARCO|41.63563,-5.947888
MATILLA DE ARZON|42.10477,-5.642883
MATILLA LA SECA|41.57957,-5.500398
MAYALDE|41.25058,-5.799061
MELGAR DE TERA|41.96627,-6.014576
MICERECES DE TERA|41.98883,-5.871043
MILLES DE LA POLVOROSA|41.92376,-5.73349
MOLACILLOS|41.58272,-5.659222
MOLEZUELAS DE LA CARBALLEDA|42.08193,-6.18819
MOMBUEY|42.02358,-6.331174
MONFARRACINOS|41.55409,-5.707613
MONTAMARTA|41.64717,-5.803022
MORAL DE SAYAGO|41.47213,-6.101016
MORALEJA DE SAYAGO|41.1696,-6.003465
MORALEJA DEL VINO|41.46376,-5.656368
MORALES DE REY|42.06709,-5.787639
MORALES DE TORO|41.53684,-5.30874
MORALES DE VALVERDE|41.94007,-5.889878
MORALES DEL VINO|41.44627,-5.730685
MORALINA|41.48946,-6.138382
MORERUELA DE LOS INFANZONES|41.63131,-5.707095
MORERUELA DE TABARA|41.79896,-5.871067
MUELAS DE LOS CABALLEROS|42.12816,-6.337414
MUELAS DEL PAN|41.52235,-5.970935
MUGA DE SAYAGO|41.38985,-6.200223
NAVIANOS DE VALVERDE|41.95367,-5.816779
OLMILLOS DE CASTRO|41.73166,-5.968933
OTERO DE BODAS|41.93908,-6.150916
PAJARES DE LA LAMPREANA|41.71527,-5.693298
PALACIOS DE SANABRIA|42.05492,-6.527011
PALACIOS DEL PAN|41.60201,-5.878004
PEDRALBA DE LA PRADERIA|42.02699,-6.696118
PEGO (EL)|41.33313,-5.469155
PELEAGONZALO|41.48209,-5.481819
PELEAS DE ABAJO|41.39314,-5.690228
PEÑAUSENDE|41.28651,-5.867489
PEQUE|42.07368,-6.275544
PERDIGON (EL)|41.41178,-5.75276
PERERUELA|41.41685,-5.878694
PERILLA DE CASTRO|41.7263,-5.876451
PIAS|42.08604,-6.999522
PIEDRAHITA DE CASTRO|41.68077,-5.728707
PIÑERO (EL)|41.35305,-5.588658
PINILLA DE TORO|41.62759,-5.365041
PINO DEL ORO|41.57572,-6.121059
POBLADURA DE VALDERADUEY|41.70046,-5.541673
POBLADURA DEL VALLE|42.10258,-5.734234
PORTO|42.16727,-6.899445
POZOANTIGUO|41.59727,-5.437146
POZUELO DE TABARA|41.78445,-5.896112
PRADO|41.9208,-5.419494
PUEBLA DE SANABRIA|42.05469,-6.633974
PUEBLICA DE VALVERDE|41.91929,-5.898464
QUINTANILLA DE URZ|42.0327,-5.849413
QUINTANILLA DEL MONTE|41.86658,-5.350849
QUINTANILLA DEL OLMO|41.90582,-5.40782
QUIRUELAS DE VIDRIALES|42.01833,-5.829408
RABANALES|41.74181,-6.278148
RABANO DE ALISTE|41.74501,-6.433179
REQUEJO|42.03069,-6.742645
REVELLINOS|41.89074,-5.568875
RIOFRIO DE ALISTE|41.81529,-6.17722
RIONEGRO DEL PUENTE|42.0066,-6.227447
ROALES|42.03042,-5.47572
ROBLEDA-CERVANTES|42.0836,-6.594377
ROELOS DE SAYAGO|41.25261,-6.172409
ROSINOS DE LA REQUEJADA|42.08427,-6.53371
SALCE|41.27005,-6.219661
SAMIR DE LOS CAÑOS|41.67188,-6.165546
SAN AGUSTIN DEL POZO|41.88549,-5.594348
SAN CEBRIAN DE CASTRO|41.70518,-5.756526
SAN CRISTOBAL DE ENTREVIÑAS|42.04623,-5.63461
SAN ESTEBAN DEL MOLAR|41.93728,-5.55192
SAN JUSTO|42.13504,-6.624657
SAN MARTIN DE VALDERADUEY|41.81344,-5.473209
SAN MIGUEL DE LA RIBERA|41.33165,-5.57769
SAN MIGUEL DEL VALLE|42.0295,-5.497005
SAN PEDRO DE CEQUE|42.043,-6.073693
SAN PEDRO DE LA NAVE-ALMENDRA|41.59074,-5.921323
SAN VICENTE DE LA CABEZA|41.8055,-6.252309
SAN VITERO|41.77847,-6.34909
SANTA CLARA DE AVEDILLO|41.33964,-5.676514
SANTA COLOMBA DE LAS MONJAS|41.95917,-5.686068
SANTA CRISTINA DE LA POLVOROSA|42.00021,-5.711788
SANTA CROYA DE TERA|41.98606,-5.975424
SANTA EUFEMIA DEL BARCO|41.67793,-5.899384
SANTA MARIA DE LA VEGA|42.08535,-5.809614
SANTA MARIA DE VALVERDE|41.93522,-5.934296
SANTIBAÑEZ DE TERA|41.98735,-5.92204
SANTIBAÑEZ DE VIDRIALES|42.07348,-6.015193
SANTOVENIA|41.87843,-5.709144
SANZOLES|41.43345,-5.566078
TABARA|41.82508,-5.960082
TAPIOLES|41.85743,-5.496512
TORO|41.52636,-5.394857
TORRE DEL VALLE (LA)|42.09027,-5.722671
TORREGAMONES|41.48469,-6.178316
TORRES DEL CARRIZAL|41.61617,-5.670278
TRABAZOS|41.74718,-6.492951
TREFACIO|42.12219,-6.652409
UÑA DE QUINTANA|42.08633,-6.144522
VADILLO DE LA GUAREÑA|41.28332,-5.354189
VALCABADO|41.54812,-5.7493
VALDEFINJAS|41.45128,-5.452972
VALDESCORRIEL|42.02247,-5.510472
VALLESA DE LA GUAREÑA|41.13535,-5.326327
VEGA DE TERA|41.99889,-6.124368
VEGA DE VILLALOBOS|41.97014,-5.463161
VEGALATRAVE|41.7002,-6.106753
VENIALBO|41.38918,-5.536571
VEZDEMARBAN|41.65422,-5.366971
VIDAYANES|41.90843,-5.575015
VIDEMALA|41.61304,-6.041883
VILLABRAZARO|42.05366,-5.727928
VILLABUENA DEL PUENTE|41.38097,-5.406665
VILLADEPERA|41.54877,-6.133342
VILLAESCUSA|41.20633,-5.464819
VILLAFAFILA|41.84859,-5.614862
VILLAFERRUEÑA|42.09757,-5.85815
VILLAGERIZ|42.11839,-5.955543
VILLALAZAN|41.49419,-5.589217
VILLALBA DE LA LAMPREANA|41.74326,-5.64151
VILLALCAMPO|41.52313,-6.047286
VILLALOBOS|41.94585,-5.474838
VILLALONSO|41.59708,-5.297766
VILLALPANDO|41.86461,-5.411108
VILLALUBE|41.61065,-5.545638
VILLAMAYOR DE CAMPOS|41.8989,-5.359241
VILLAMOR DE LOS ESCUDEROS|41.25259,-5.574922
VILLANAZAR|41.975,-5.780099
VILLANUEVA DE AZOAGUE|41.97461,-5.66436
VILLANUEVA DE CAMPEAN|41.35385,-5.769626
VILLANUEVA DE LAS PERAS|41.93587,-5.978714
VILLANUEVA DEL CAMPO|41.98658,-5.404984
VILLAR DE FALLAVES|41.92462,-5.340044
VILLAR DEL BUEY|41.33125,-6.192968
VILLARALBO|41.4931,-5.682579
VILLARDECIERVOS|41.94098,-6.284697
VILLARDIEGUA DE LA RIBERA|41.53771,-6.178452
VILLARDIGA|41.81905,-5.463835
VILLARDONDIEGO|41.5844,-5.376642
VILLARRIN DE CAMPOS|41.79606,-5.639915
VILLASECO DEL PAN|41.46961,-5.962721
VILLAVENDIMIO|41.57831,-5.343549
VILLAVEZA DE VALVERDE|41.94471,-5.849878
VILLAVEZA DEL AGUA|41.91904,-5.679851
VIÑAS|41.77318,-6.471284
ZAMORA|41.50368,-5.743778
ABRERA|41.51609|1.902142
AGUILAR DE SEGARRA|41.73976|1.629385
AIGUAFREDA|41.76884|2.250261
ALELLA|41.49395|2.295461
ALPENS|42.1201|2.101363
AMETLLA DEL VALLÈS (L')|41.66976|2.261185
ARENYS DE MAR|41.57944|2.55148
ARENYS DE MUNT|41.61026|2.541376
ARGENÇOLA|41.59967|1.44341
ARGENTONA|41.55555|2.400564
ARTES|41.79839|1.954726
AVIÀ|42.07741|1.825308
AVINYO|41.86209|1.971941
AVINYONET DEL PENEDÈS|41.3606|1.776485
BADALONA|41.45014|2.24742
BADIA DEL VALLÈS|41.50871|2.114864
BAGÀ|42.25188|1.863364
BALENYÀ|41.84387|2.251218
BALSARENY|41.86267|1.873386
BARBERÀ DEL VALLÈS|41.51596|2.124723
BARCELONA|41.38792|2.169919
BEGUES|41.33101|1.921987
BELLPRAT|41.51725|1.433458
BERGA|42.10144|1.8438
BIGUES I RIELLS|41.67733|2.223527
BORREDÀ|42.13541|1.993754
BRUC (EL)|41.57993|1.78023
BRULL (EL)|41.81677|2.305493
CABANYES (LES)|41.37174|1.68963
CABRERA D'ANOIA|41.47944|1.704722
CABRERA DE MAR|41.52623|2.393533
CABRILS|41.52552|2.368645
CALAF|41.73342|1.513498
CALDERS|41.79227|1.996567
CALDES D'ESTRAC|41.56946|2.526318
CALDES DE MONTBUI|41.62976|2.165922
CALELLA|41.6134|2.657365
CALLDETENES|41.92522|2.283792
CALLUS|41.78109|1.784008
CALONGE DE SEGARRA|41.76363|1.482249
CAMPINS|41.72538|2.464172
CANET DE MAR|41.58897|2.581924
CANOVELLES|41.61582|2.283456
CÀNOVES I SAMALUS|41.69384|2.353842
CANYELLES|41.28708|1.721569
CAPELLADES|41.53075|1.679613
CAPOLAT|42.07713|1.752565
CARDEDEU|41.63816|2.354492
CARDONA|41.91392|1.681348
CARME|41.53126|1.623486
CASSERRES|42.01234|1.845834
CASTELL DE L'ARENY|42.17318|1.945753
CASTELLAR DE N'HUG|42.28326|2.016574
CASTELLAR DEL RIU|42.12284|1.772439
CASTELLAR DEL VALLÈS|41.61618|2.085649
CASTELLBELL I EL VILAR|41.63389|1.863889
CASTELLBISBAL|41.47467|1.981407
CASTELLCIR|41.76043|2.148678
CASTELLDEFELS|41.28039|1.976774
CASTELLET I LA GORNAL|41.25391|1.592478
CASTELLFOLLIT DE RIUBREGOS|41.77595|1.437833
CASTELLFOLLIT DEL BOIX|41.66579|1.684726
CASTELLGALI|41.67451|1.839598
CASTELLNOU DE BAGES|41.83533|1.837383
CASTELLOLI|41.59896|1.700774
CASTELLTERÇOL|41.74788|2.12309
CASTELLVI DE LA MARCA|41.33242|1.594271
CASTELLVI DE ROSANES|41.45037|1.899479
CENTELLES|41.79659|2.221327
CERCS|42.15168|1.856175
CERDANYOLA DEL VALLÈS|41.49137|2.140769
CERVELLO|41.39615|1.957621
COLLBATO|41.56639|1.830136
COLLSUSPINA|41.82787|2.175478
COPONS|41.63666|1.517642
CORBERA DE LLOBREGAT|41.41764|1.932827
CORNELLÀ DE LLOBREGAT|41.35561|2.070432
CUBELLES|41.20835|1.672825
DOSRIUS|41.59482|2.405386
ESPARREGUERA|41.53889|1.870692
ESPLUGUES DE LLOBREGAT|41.37751|2.088085
ESPUNYOLA (L')|42.05222|1.77324
ESTANY (L')|41.86858|2.113499
FIGARO-MONTMANY|41.72169|2.273113
FIGOLS|42.1809|1.836082
FOGARS DE LA SELVA|41.72539|2.673566
FOGARS DE MONTCLUS|41.72861|2.444444
FOLGUEROLES|41.93813|2.31796
FONOLLOSA|41.76566|1.669017
FONT-RUBI|41.43423|1.591408
FRANQUESES DEL VALLÈS (LES)|41.61889|2.298056
GAIÀ|41.91722|1.92489
GALLIFA|41.69324|2.115268
GARRIGA (LA)|41.68537|2.285918
GAVÀ|41.30317|2.003213
GELIDA|41.44048|1.862745
GIRONELLA|42.03363|1.8825
GISCLARENY|42.25015|1.786561
GRANADA (LA)|41.37685|1.719494
GRANERA|41.72563|2.061581
GRANOLLERS|41.60821|2.287789
GUALBA|41.73145|2.502726
GUARDIOLA DE BERGUEDÀ|42.23344|1.879111
GURB|41.95394|2.235545
HOSPITALET DE LLOBREGAT (L')|41.35958|2.099704
HOSTALETS DE PIEROLA (ELS)|41.53416|1.765952
IGUALADA|41.57877|1.617193
JORBA|41.60049|1.546195
LLACUNA (LA)|41.39901|2.197244
LLAGOSTA (LA)|41.51321|2.193246
LLIÇÀ D'AMUNT|41.60865|2.239443
LLIÇÀ DE VALL|41.59081|2.242733
LLINARS DEL VALLÈS|41.63935|2.404427
LLUÇÀ|42.05048|2.035043
MALGRAT DE MAR|41.64655|2.741634
MALLA|41.88734|2.235119
MANLLEU|41.99995|2.284165
MANRESA|41.72517|1.823353
MARGANELL|41.64039|1.792257
MARTORELL|41.47355|1.927682
MARTORELLES|41.52577|2.242882
MASIES DE RODA (LES)|41.98956|2.317853
MASIES DE VOLTREGÀ (LES)|42.02114|2.234093
MASNOU (EL)|41.47931|2.319244
MASQUEFA|41.50307|1.811926
MATADEPERA|41.5967|2.026747
MATARO|41.5375|2.445278
MEDIONA|41.48333|1.616667
MOIÀ|41.81277|2.097428
MOLINS DE REI|41.41392|2.015836
MOLLET DEL VALLÈS|41.54052|2.213529
MONISTROL DE CALDERS|41.76059|2.014233
MONISTROL DE MONTSERRAT|41.60986|1.843154
MONTCADA I REIXAC|41.48231|2.188504
MONTCLAR|42.01806|1.764081
MONTESQUIU|42.11001|2.210174
MONTGAT|41.46645|2.279088
MONTMAJOR|42.01777|1.735123
MONTMANEU|41.62574|1.414676
MONTMELO|41.55146|2.248465
MONTORNÈS DEL VALLÈS|41.54255|2.263779
MONTSENY|41.76001|2.394918
MUNTANYOLA|41.87836|2.177301
MURA|41.69948|1.976545
NAVARCLES|41.75158|1.903257
NAVÀS|41.90007|1.879363
NOU DE BERGUEDÀ (LA)|42.16599|1.884765
ÒDENA|41.60673|1.640909
OLÈRDOLA|41.32195|1.723056
OLESA DE BONESVALLS|41.35301|1.849887
OLESA DE MONTSERRAT|41.5434|1.888153
OLIVELLA|41.31034|1.812279
OLOST|41.98582|2.095717
OLVAN|42.05732|1.905637
ORIS|42.06|2.240278
ORISTÀ|41.93243|2.060313
ORPI|41.51867|1.575293
ÒRRIUS|41.55499|2.355113
PACS DEL PENEDÈS|41.36156|1.669417
PALAFOLLS|41.66497|2.749768
PALAU-SOLITÀ I PLEGAMANS|41.58862|2.179233
PALLEJÀ|41.42372|1.996701
PALMA DE CERVELLO (LA)|41.41331|1.967154
PAPIOL (EL)|41.43895|2.010686
PARETS DEL VALLÈS|41.57355|2.233794
PERAFITA|42.0416|2.107158
PIERA|41.51797|1.743268
PINEDA DE MAR|41.62751|2.689454
PLA DEL PENEDÈS (EL)|41.41798|1.71032
POBLA DE CLARAMUNT (LA)|41.55298|1.675936
POBLA DE LILLET (LA)|42.24344|1.97473
POLINYÀ|41.5575|2.156243
PONT DE VILOMARA I ROCAFORT (EL)|41.69987|1.870855
PONTONS|41.41599|1.5167
PRAT DE LLOBREGAT (EL)|41.33047|2.093149
PRATS DE LLUÇANÈS|42.00874|2.028578
PRATS DE REI (ELS)|41.7055|1.541531
PREMIÀ DE DALT|41.50655|2.343058
PREMIÀ DE MAR|41.48958|2.356536
PUIG-REIG|41.97446|1.878855
PUIGDÀLBER|41.40442|1.701116
PUJALT|41.71723|1.422114
QUAR (LA)|42.08085|1.96163
RAJADELL|41.72972|1.706263
RELLINARS|41.63747|1.910496
RIPOLLET|41.49736|2.155674
ROCA DEL VALLÈS (LA)|41.59053|2.326258
RODA DE TER|41.98597|2.311212
RUBI|41.49233|2.031262
RUBIO|41.64328|1.569087
RUPIT I PRUIT|42.02406|2.465066
SABADELL|41.54862|2.107421
SAGÀS|42.05066|1.961669
SALDES|42.22893|1.735597
SALLENT|41.8242|1.89493
SANT ADRIÀ DE BESÒS|41.4306|2.218239
SANT AGUSTI DE LLUÇANÈS|42.08546|2.127825
SANT ANDREU DE LA BARCA|41.44718|1.975935
SANT ANDREU DE LLAVANERES|41.57237|2.482367
SANT ANTONI DE VILAMAJOR|41.6737|2.400859
SANT BARTOMEU DEL GRAU|41.98076|2.175598
SANT BOI DE LLOBREGAT|41.34739|2.043103
SANT BOI DE LLUÇANÈS|42.05888|2.151663
SANT CEBRIÀ DE VALLALTA|41.61977|2.600307
SANT CELONI|41.69019|2.49167
SANT CLIMENT DE LLOBREGAT|41.33731|1.99578
SANT CUGAT DEL VALLÈS|41.47186|2.082139
SANT CUGAT SESGARRIGUES|41.36441|1.753613
SANT ESTEVE DE PALAUTORDERA|41.70347|2.435386
SANT ESTEVE SESROVIRES|41.49455|1.872799
SANT FELIU DE CODINES|41.68893|2.164804
SANT FELIU DE LLOBREGAT|41.38094|2.045171
SANT FELIU SASSERRA|41.94477|2.02247
SANT FOST DE CAMPSENTELLES|41.51452|2.234791
SANT FRUITOS DE BAGES|41.74952|1.872885
SANT HIPÒLIT DE VOLTREGÀ|42.01554|2.236254
SANT ISCLE DE VALLALTA|41.62377|2.569127
SANT JAUME DE FRONTANYÀ|42.18718|2.02394
SANT JOAN DE VILATORRADA|41.74549|1.805543
SANT JOAN DESPI|41.36769|2.056065
SANT JULIÀ DE CERDANYOLA|42.22306|1.891119
SANT JULIÀ DE VILATORTA|41.92231|2.324351
SANT JUST DESVERN|41.38576|2.075544
SANT LLORENÇ D'HORTONS|41.46485|1.824399
SANT LLORENÇ SAVALL|41.67982|2.05931
SANT MARTI D'ALBARS|42.02824|2.073759
SANT MARTI DE CENTELLES|41.76633|2.20482
SANT MARTI DE TOUS|41.56214|1.522934
SANT MARTI SARROCA|41.38578|1.611423
SANT MARTI SESGUEIOLES|41.7021|1.48792
SANT MATEU DE BAGES|41.79689|1.732737
SANT PERE DE RIBES|41.2591|1.775418
SANT PERE DE RIUDEBITLLES|41.45347|1.701628
SANT PERE DE TORELLO|42.07564|2.296003
SANT PERE DE VILAMAJOR|41.68499|2.390498
SANT PERE SALLAVINERA|41.73657|1.573176
SANT POL DE MAR|41.59945|2.615872
SANT QUINTI DE MEDIONA|41.46383|1.666462
SANT QUIRZE DE BESORA|42.10094|2.216611
SANT QUIRZE DEL VALLÈS|41.5308|2.086581
SANT QUIRZE SAFAJA|41.72732|2.153063
SANT SADURNI D'ANOIA|41.42535|1.785673
SANT SADURNI D'OSORMORT|41.90321|2.381448
SANT SALVADOR DE GUARDIOLA|41.6806|1.767125
SANT VICENÇ DE CASTELLET|41.66581|1.863849
SANT VICENÇ DE MONTALT|41.58262|2.509926
SANT VICENÇ DE TORELLO|42.06234|2.272757
SANT VICENÇ DELS HORTS|41.39362|2.00987
SANTA CECILIA DE VOLTREGÀ|41.99306|2.219902
SANTA COLOMA DE CERVELLO|41.36684|2.015083
SANTA COLOMA DE GRAMENET|41.45107|2.208978
SANTA EUGÈNIA DE BERGA|41.9003|2.282697
SANTA EULÀLIA DE RIUPRIMER|41.9108|2.188852
SANTA EULÀLIA DE RONÇANA|41.65306|2.226111
SANTA FE DEL PENEDÈS|41.38438|1.721198
SANTA MARGARIDA DE MONTBUI|41.55719|1.604131
SANTA MARGARIDA I ELS MONJOS|41.32087|1.662838
SANTA MARIA D'OLO|41.87207|2.035291
SANTA MARIA DE BESORA|42.12696|2.258088
SANTA MARIA DE CORCO|42.03559|2.368923
SANTA MARIA DE MARTORELLES|41.51955|2.25424
SANTA MARIA DE MERLÈS|42.0011|1.977791
SANTA MARIA DE MIRALLES|41.51813|1.525129
SANTA MARIA DE PALAUTORDERA|41.6932|2.446227
SANTA PERPÈTUA DE MOGODA|41.53486|2.178988
SANTA SUSANNA|41.64069|2.716872
SANTPEDOR|41.78357|1.839129
SENTMENAT|41.61163|2.134932
SEVA|41.83733|2.281063
SITGES|41.23478|1.811222
SOBREMUNT|42.03461|2.168373
SORA|42.11072|2.159851
SUBIRATS|41.38472|1.798056
SURIA|41.83179|1.750768
TAGAMANENT|41.73962|2.265759
TALAMANCA|41.73544|1.977921
TARADELL|41.87363|2.287192
TAVÈRNOLES|41.95227|2.326051
TAVERTET|41.99606|2.419322
TEIÀ|41.49969|2.320616
TERRASSA|41.56095|2.01044
TIANA|41.48324|2.26898
TONA|41.84785|2.227755
TORDERA|41.70206|2.71902
TORELLO|42.04824|2.26272
TORRE DE CLARAMUNT (LA)|41.53589|1.661657
TORRELAVIT|41.44635|1.729874
TORRELLES DE FOIX|41.3891|1.567663
TORRELLES DE LLOBREGAT|41.35389|1.97666
ULLASTRELL|41.52707|1.956931
VACARISSES|41.60627|1.919159
VALLBONA D'ANOIA|41.51962|1.708936
VALLCEBRE|42.20394|1.818234
